scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
QRBI01000099.1,19358001,19360000,19358906,115,52,1.6505,2.0949,-0.1187,-0.4571,-0.1187
QRBI01000099.1,19582001,19584000,19583006,115,50,1.5301,0.7523,0.3408,0.312,0.1851
QRBI01000099.1,19588001,19590000,19589185,112,52,1.9745,1.3079,0.2031,0.1584,0.1067
QRBI01000099.1,19956001,19958000,19957058,132,56,2.9329,4.5579,-0.2169,-0.3372,-0.2007
QRBI01000099.1,19958001,19960000,19958922,122,50,2.3102,3.7963,-0.2434,-0.7379,-0.304
QRBI01000099.1,20008001,20010000,20008919,116,56,2.5093,1.1273,0.38,0.2427,0.1695
QRBI01000099.1,20014001,20016000,20015050,117,54,0.5469,2.533,-0.6449,15.0526,-0.2491
QRBI01000099.1,20036001,20038000,20037034,128,56,0.3889,1.3889,-0.5625,-0.383,-0.2175
QRBI01000099.1,20044001,20046000,20045119,119,57,1.3287,2.7731,-0.3521,-0.3969,-0.2215
QRBI01000099.1,20240001,20242000,20241275,143,60,2.4537,1.2106,0.3392,0.2973,0.1935
QRBI01000099.1,20272001,20274000,20273073,151,53,1.985,1.2975,0.2094,0.1023,0.0776
QRBI01000099.1,20280001,20282000,20280953,138,55,1.8287,0.7454,0.4209,0.3126,0.1507
QRBI01000099.1,20282001,20284000,20283059,178,73,2.1157,2.8935,-0.1553,-0.1616,-0.0743
QRBI01000099.1,20318001,20320000,20319051,145,53,0.9965,1.8715,-0.3051,-0.565,-0.2114
QRBI01000099.1,20322001,20324000,20323077,128,52,1.2014,2.8403,-0.4055,-0.713,-0.3033
QRBI01000099.1,20332001,20334000,20333190,114,51,1.5139,0.5694,0.4533,0.4444,0.2875
QRBI01000099.1,20464001,20466000,20465024,111,53,1.1574,1.9907,-0.2647,-0.7229,-0.1511
QRBI01000099.1,20512001,20514000,20513188,137,54,3.3611,0.7917,0.6187,0.579,0.4973
QRBI01000099.1,20558001,20560000,20559131,144,52,0.8461,1.0405,-0.1031,-0.1077,-0.0333
QRBI01000099.1,21346001,21348000,21346917,172,69,0.8125,1.4097,-0.2688,-0.5029,-0.1693
QRBI01000099.1,21374001,21376000,21375123,184,66,2.4259,2.0509,0.0838,0.0819,0.0519
QRBI01000099.1,21394001,21396000,21395046,107,52,1.3472,2.1667,-0.2332,-0.447,-0.1422
QRBI01000099.1,21514001,21516000,21515120,187,82,2.4491,1.6991,0.1808,0.1803,0.1052
QRBI01000099.1,21552001,21554000,21552959,120,50,1.0046,0.8866,0.0624,0.053,0.032
QRBI01000099.1,22104001,22106000,22104950,99,51,2.4618,3.0382,-0.1048,-0.2044,-0.1065
QRBI01000099.1,22336001,22338000,22337045,136,59,1.5231,1.4468,0.0257,0.0253,0.0148
QRBI01000099.1,22542001,22544000,22543132,163,55,0.8056,0.4444,0.2889,0.134,0.1
QRBI01000099.1,22656001,22658000,22656970,114,56,0.7106,0.3009,0.405,0.1002,0.0891
QRBI01000099.1,23006001,23008000,23007150,149,52,1.3333,0.3333,0.6,0.3295,0.2219
QRBI01000099.1,23060001,23062000,23061052,128,58,3.1389,1.2917,0.4169,0.3419,0.2138
QRBI01000099.1,23076001,23078000,23076892,139,56,2.1296,3.088,-0.1837,-0.3433,-0.1251
QRBI01000099.1,23104001,23106000,23104935,115,57,1.7315,2.287,-0.1382,-0.1476,-0.0754
QRBI01000099.1,23320001,23322000,23321048,121,53,0.6748,0.6817,-0.0051,-0.0048,-0.0018
QRBI01000099.1,23338001,23340000,23339190,146,51,2.6644,1.4144,0.3065,0.2256,0.1662
QRBI01000099.1,23430001,23432000,23430826,151,55,1.4815,1.9398,-0.134,-0.1976,-0.0741
QRBI01000099.1,23434001,23436000,23434973,129,51,1.2731,1.0787,0.0827,0.0539,0.0329
QRBI01000099.1,23436001,23438000,23436989,142,54,1.9213,0.6991,0.4664,0.2953,0.1943
QRBI01000099.1,23440001,23442000,23440969,164,58,1.1296,0.6852,0.2449,0.237,0.1217
QRBI01000099.1,23470001,23472000,23471029,146,51,0.8356,0.794,0.0256,0.028,0.0082
QRBI01000099.1,23488001,23490000,23489166,139,56,1.0127,1.7975,-0.2792,-0.3831,-0.161
QRBI01000099.1,23506001,23508000,23506992,133,57,2.4468,1.5995,0.2094,0.2811,0.1595
QRBI01000099.1,23510001,23512000,23510982,144,51,3.2407,0.6991,0.6451,0.5782,0.4136
QRBI01000099.1,23526001,23528000,23527096,116,51,1.0602,1.0324,0.0133,0.0092,0.0065
QRBI01000099.1,23558001,23560000,23558853,139,62,0.8194,2.9444,-0.5646,-1.3909,-0.3224
QRBI01000099.1,23582001,23584000,23583023,137,55,1.1435,1.0463,0.0444,0.0368,0.0217
QRBI01000099.1,23584001,23586000,23584967,123,51,0.9954,1.5926,-0.2308,-0.1959,-0.1138
QRBI01000099.1,23604001,23606000,23605026,129,50,1.4444,1.1736,0.1034,0.0712,0.0435
QRBI01000099.1,23694001,23696000,23695057,160,66,1.7685,3.7269,-0.3564,-0.4123,-0.1952
QRBI01000099.1,23824001,23826000,23825107,153,58,2.4074,2.1574,0.0548,0.0565,0.0362
QRBI01000099.1,23942001,23944000,23943125,106,52,0.3796,0.8935,-0.4036,-0.1762,-0.1231
QRBI01000099.1,24008001,24010000,24008812,139,52,2.1042,1.0625,0.3289,0.2455,0.1777
QRBI01000099.1,24260001,24262000,24261262,153,57,2.0417,2.2014,-0.0376,-0.0409,-0.0157
QRBI01000099.1,24454001,24456000,24455065,140,52,5.3542,1.1736,0.6404,0.5966,0.4523
QRBI01000099.1,24604001,24606000,24604906,143,57,2.4815,1.8426,0.1478,0.1749,0.0915
QRBI01000099.1,24624001,24626000,24625030,146,50,1.0556,0.4375,0.414,0.1171,0.0857
QRBI01000099.1,24634001,24636000,24635060,153,50,1.9722,1.3264,0.1958,0.1729,0.1293
QRBI01000099.1,24636001,24638000,24637110,148,54,1.1343,0.9537,0.0865,0.0781,0.0265
QRBI01000099.1,24638001,24640000,24638926,147,53,3.0255,2.0394,0.1947,0.2371,0.1557
QRBI01000099.1,24640001,24642000,24641039,128,50,1.0625,0.3958,0.4571,0.2172,0.1404
QRBI01000099.1,24642001,24644000,24642958,136,55,0.8958,1.1597,-0.1284,-0.0852,-0.0511
QRBI01000099.1,24708001,24710000,24709168,133,59,1.2731,1.9815,-0.2176,-0.2537,-0.0986
QRBI01000099.1,24762001,24764000,24763074,110,50,1.5509,1.2037,0.1261,0.188,0.0885
QRBI01000099.1,24788001,24790000,24789207,97,53,0.2199,1.6366,-0.7631,-1.7895,-0.3649
QRBI01000105.1,1134001,1136000,1134875,107,51,0.9745,0.2801,0.5535,0.4032,0.2299
QRBI01000105.1,1172001,1174000,1172947,122,50,1.8935,0.5185,0.5701,0.4286,0.2789
QRBI01000105.1,1176001,1178000,1176899,145,55,2.2778,1.9722,0.0719,0.0856,0.0515
QRBI01000105.1,1254001,1256000,1254961,154,55,0.9676,1.1343,-0.0793,-0.0494,-0.0291
QRBI01000105.1,1316001,1318000,1316925,154,57,2.1319,4.3333,-0.3405,-0.6632,-0.2484
QRBI01000105.1,1358001,1360000,1359101,125,50,0.8843,1.8843,-0.3612,-0.4079,-0.1877
QRBI01000105.1,1474001,1476000,1475025,146,54,1.4907,1.1852,0.1142,0.117,0.0624
QRBI01000105.1,1722001,1724000,1723020,121,50,2.6944,0.8056,0.5397,0.4277,0.2731
QRBI01000105.1,1794001,1796000,1795010,146,54,0.3796,1.081,-0.4802,-0.4106,-0.1613
QRBI01000105.1,1814001,1816000,1815042,146,50,0.5995,0.5162,0.0747,0.0166,0.0125
QRBI01000105.1,1818001,1820000,1818940,159,61,2.3148,2.0162,0.0689,0.0646,0.0459
QRBI01000105.1,1932001,1934000,1933069,159,65,1.397,1.5775,-0.0607,-0.0335,-0.0224
QRBI01000105.1,1970001,1972000,1970895,149,59,1.8426,0.7454,0.424,0.2324,0.1642
QRBI01000105.1,1986001,1988000,1987032,125,55,1.0903,3.0972,-0.4793,-0.4488,-0.2698
QRBI01000105.1,1992001,1994000,1993006,134,50,1.3333,0.7222,0.2973,0.1588,0.111
QRBI01000105.1,2018001,2020000,2019167,116,50,1.5486,3.0625,-0.3283,-0.8685,-0.2742
QRBI01000105.1,2022001,2024000,2022940,136,50,1.6343,3.2315,-0.3283,-0.5349,-0.2347
QRBI01000105.1,2036001,2038000,2036940,126,50,1.2419,0.9225,0.1476,0.0939,0.0753
QRBI01000105.1,2054001,2056000,2055091,109,56,1.3519,1.9213,-0.174,-0.163,-0.0897
QRBI01000105.1,2062001,2064000,2062971,154,69,1.6713,5.2824,-0.5193,-1.4731,-0.2854
QRBI01000105.1,2064001,2066000,2064984,168,96,3.5116,3.4699,0.006,0.0056,0.003
QRBI01000105.1,2068001,2070000,2069063,167,61,2.5278,1.5,0.2552,0.1745,0.1295
QRBI01000105.1,2096001,2098000,2097012,147,52,1.7245,1.6898,0.0102,0.0096,0.0063
QRBI01000105.1,2134001,2136000,2135093,130,51,2.75,1.0,0.4667,0.4152,0.259
QRBI01000105.1,2148001,2150000,2149009,118,61,2.0162,2.1968,-0.0429,-0.0512,-0.033
QRBI01000105.1,2150001,2152000,2150864,127,51,0.7037,0.9954,-0.1717,-0.0907,-0.0612
QRBI01000105.1,2162001,2164000,2162959,123,51,0.6528,1.1111,-0.2598,-0.2705,-0.156
QRBI01000105.1,2174001,2176000,2175107,144,53,0.6505,0.5532,0.0808,0.0551,0.0302
QRBI01000105.1,2184001,2186000,2185121,159,57,0.5579,3.3079,-0.7114,-1.5904,-0.386
QRBI01000105.1,2188001,2190000,2189137,142,52,1.5486,0.7569,0.3434,0.2135,0.1484
QRBI01000105.1,2250001,2252000,2251133,151,53,1.4745,1.0162,0.184,0.1183,0.0781
QRBI01000105.1,2300001,2302000,2300863,126,52,0.8056,2.4167,-0.5,-0.5273,-0.2627
QRBI01000105.1,2302001,2304000,2302981,174,64,1.5278,1.0,0.2088,0.141,0.0834
QRBI01000105.1,2316001,2318000,2317042,146,57,2.0139,1.2222,0.2446,0.1439,0.1137
QRBI01000105.1,2320001,2322000,2321107,136,54,2.4907,1.2963,0.3154,0.2541,0.1737
QRBI01000105.1,2324001,2326000,2325053,144,51,1.3472,0.5,0.4586,0.1915,0.1429
QRBI01000105.1,2336001,2338000,2337073,127,51,0.3356,0.1968,0.2609,0.0592,0.0483
QRBI01000105.1,2384001,2386000,2385018,152,62,2.0093,1.3981,0.1793,0.1111,0.0714
QRBI01000105.1,2418001,2420000,2419036,119,55,0.9097,0.8542,0.0315,0.019,0.0086
QRBI01000105.1,2434001,2436000,2435091,157,60,2.9352,1.6435,0.2821,0.2257,0.1925
QRBI01000105.1,2450001,2452000,2450935,149,61,1.0602,1.2824,-0.0949,-0.1111,-0.0467
QRBI01000105.1,2458001,2460000,2458876,199,71,4.9097,2.7431,0.2831,0.3344,0.2492
QRBI01000105.1,2482001,2484000,2483157,129,53,0.5185,0.5324,-0.0132,-0.0104,-0.0036
QRBI01000105.1,2496001,2498000,2497196,134,56,0.338,0.3935,-0.0759,-0.0261,-0.0149
QRBI01000105.1,2508001,2510000,2508781,148,55,1.0625,1.1458,-0.0377,-0.0515,-0.0131
QRBI01000105.1,2528001,2530000,2528801,156,60,1.9074,1.5185,0.1135,0.1202,0.0686
QRBI01000105.1,2532001,2534000,2532845,165,52,1.5509,1.2731,0.0984,0.0835,0.0393
QRBI01000105.1,2546001,2548000,2546766,121,57,1.8403,1.6597,0.0516,0.0776,0.0428
QRBI01000105.1,2552001,2554000,2552742,165,60,0.4676,0.3704,0.116,0.0622,0.0287
QRBI01000105.1,2554001,2556000,2555028,179,57,0.7778,0.5278,0.1915,0.0928,0.0538
QRBI01000105.1,2556001,2558000,2556889,130,52,1.4306,1.3889,0.0148,0.0126,0.0073
QRBI01000105.1,2566001,2568000,2566918,158,57,1.2477,0.2894,0.6235,0.2296,0.1922
QRBI01000105.1,2580001,2582000,2581109,150,58,0.6343,0.2454,0.4421,0.2363,0.1081
QRBI01000105.1,2598001,2600000,2598955,199,55,1.0868,1.1771,-0.0399,-0.0324,-0.0201
QRBI01000105.1,2604001,2606000,2605006,169,59,0.6574,1.4907,-0.3879,-0.4124,-0.1778
QRBI01000105.1,2622001,2624000,2622885,182,80,1.0139,2.0833,-0.3453,-0.5683,-0.2216
QRBI01000105.1,2638001,2640000,2639074,182,56,2.5046,1.213,0.3474,0.3029,0.2044
QRBI01000105.1,2678001,2680000,2678959,146,50,1.2373,0.7234,0.2621,0.1855,0.1319
QRBI01000105.1,2686001,2688000,2687210,197,60,0.1944,0.5833,-0.5,-0.1918,-0.1231
QRBI01000105.1,2698001,2700000,2699028,164,62,1.4444,4.4306,-0.5083,-4.5263,-0.2698
QRBI01000105.1,3098001,3100000,3098992,139,55,2.6597,2.5,0.031,0.0571,0.022
QRBI01000105.1,3106001,3108000,3107044,175,68,2.3773,1.2245,0.3201,0.261,0.1703
QRBI01000105.1,3108001,3110000,3108907,151,59,2.2847,1.625,0.1687,0.1923,0.117
QRBI01000105.1,3154001,3156000,3154792,155,57,1.6551,1.4051,0.0817,0.0417,0.0333
QRBI01000105.1,3208001,3210000,3208985,175,59,1.3669,2.1377,-0.2199,-0.2164,-0.0935
QRBI01000105.1,3212001,3214000,3213055,123,59,2.7731,2.9954,-0.0385,-0.0469,-0.0282
QRBI01000105.1,3286001,3288000,3287089,210,92,2.1505,2.3449,-0.0433,-0.0413,-0.02
QRBI01000105.1,3288001,3290000,3288695,165,51,0.6782,0.7755,-0.0669,-0.0262,-0.0173
QRBI01000105.1,3300001,3302000,3300975,149,58,2.3519,2.6782,-0.0649,-0.0481,-0.0356
QRBI01000105.1,3312001,3314000,3313204,190,65,1.8773,2.0579,-0.0459,-0.0346,-0.021
QRBI01000105.1,3326001,3328000,3327031,171,67,1.8009,1.294,0.1638,0.1499,0.088
QRBI01000105.1,3328001,3330000,3328958,148,50,1.5347,1.2847,0.0887,0.0829,0.0543
QRBI01000105.1,3342001,3344000,3342875,161,75,2.0347,4.7431,-0.3996,-1.5354,-0.3202
QRBI01000105.1,3354001,3356000,3355133,138,58,1.0833,2.1111,-0.3217,-0.2972,-0.1743
QRBI01000105.1,3358001,3360000,3358995,139,55,1.5023,2.6829,-0.2821,-0.3498,-0.1738
QRBI01000105.1,3360001,3362000,3360965,138,52,2.4306,2.1667,0.0574,0.0695,0.0294
QRBI01000105.1,3362001,3364000,3363012,126,55,2.3935,1.1852,0.3376,0.4153,0.191
QRBI01000105.1,3372001,3374000,3372958,135,51,1.2488,0.8947,0.1652,0.1189,0.0807
QRBI01000105.1,3374001,3376000,3375073,147,52,0.8935,0.6852,0.132,0.1042,0.0576
QRBI01000105.1,3390001,3392000,3391090,125,51,1.0787,1.3287,-0.1038,-0.1084,-0.0529
QRBI01000105.1,3394001,3396000,3394910,174,57,0.7917,0.9028,-0.0656,-0.0214,-0.0162
QRBI01000105.1,3398001,3400000,3398795,140,57,1.8241,0.9491,0.3155,0.1265,0.0957
QRBI01000105.1,3412001,3414000,3412922,154,50,1.3704,0.2731,0.6676,0.4514,0.2358
QRBI01000105.1,3426001,3428000,3426956,152,58,1.0671,1.4838,-0.1633,-0.1535,-0.085
QRBI01000105.1,3432001,3434000,3432819,174,61,1.2292,1.6319,-0.1408,-0.1607,-0.0622
QRBI01000105.1,3438001,3440000,3438927,168,62,1.3056,1.0139,0.1257,0.0768,0.0416
QRBI01000105.1,3442001,3444000,3443021,167,68,1.4884,1.4259,0.0214,0.0211,0.0122
QRBI01000105.1,3460001,3462000,3461085,104,50,1.7407,0.463,0.5798,0.2853,0.2552
QRBI01000105.1,3464001,3466000,3464969,167,64,2.5278,1.4861,0.2595,0.2708,0.1433
QRBI01000105.1,3466001,3468000,3466925,149,71,1.6366,0.9282,0.2762,0.1818,0.1066
QRBI01000105.1,3468001,3470000,3469068,158,57,2.8819,2.0486,0.169,0.1783,0.1077
QRBI01000105.1,3482001,3484000,3483053,118,51,1.5023,1.0926,0.1579,0.091,0.0727
QRBI01000105.1,3506001,3508000,3506875,129,56,1.2894,1.4491,-0.0583,-0.0404,-0.0248
QRBI01000105.1,3510001,3512000,3510909,137,65,1.4699,1.706,-0.0743,-0.0441,-0.0297
QRBI01000105.1,3512001,3514000,3513111,116,56,1.1597,1.2014,-0.0176,-0.0172,-0.0091
QRBI01000105.1,3518001,3520000,3518935,141,60,2.5648,2.8704,-0.0562,-0.0707,-0.0384
QRBI01000105.1,3520001,3522000,3520872,148,64,1.6968,2.0718,-0.0995,-0.0775,-0.0418
QRBI01000105.1,3538001,3540000,3538987,151,56,2.6424,1.4549,0.2898,0.2355,0.1843
QRBI01000105.1,3542001,3544000,3543012,145,64,0.4954,1.2176,-0.4216,-0.243,-0.1337
QRBI01000105.1,3554001,3556000,3555081,139,51,1.3009,0.7731,0.2545,0.1005,0.086
QRBI01000105.1,3562001,3564000,3563070,154,57,2.0162,2.5231,-0.1117,-0.2141,-0.0765
QRBI01000105.1,3570001,3572000,3571116,131,50,0.8796,0.5185,0.2583,0.2,0.102
QRBI01000105.1,3660001,3662000,3661064,130,54,1.8704,3.2731,-0.2727,-0.5459,-0.2045
QRBI01000105.1,3662001,3664000,3662922,124,50,0.9306,0.5833,0.2294,0.1381,0.0919
QRBI01000105.1,3668001,3670000,3668805,114,52,1.2824,1.213,0.0278,0.0239,0.0146
QRBI01000105.1,3682001,3684000,3683028,124,56,1.1991,1.1019,0.0423,0.0461,0.0189
QRBI01000105.1,3720001,3722000,3721008,174,71,1.1157,1.5741,-0.1704,-0.2095,-0.0811
QRBI01000105.1,3722001,3724000,3722971,182,57,1.1019,1.8796,-0.2609,-0.4891,-0.1662
QRBI01000105.1,3726001,3728000,3726968,180,64,1.7604,1.4201,0.107,0.0875,0.0516
QRBI01000105.1,3730001,3732000,3731087,142,54,0.831,1.0046,-0.0946,-0.0765,-0.0454
QRBI01000105.1,3738001,3740000,3738972,162,65,2.5602,1.4213,0.286,0.2939,0.2462
QRBI01000105.1,3740001,3742000,3740964,194,63,3.0741,0.9074,0.5442,0.483,0.3506
QRBI01000105.1,3746001,3748000,3747061,137,50,0.7778,1.0972,-0.1704,-0.212,-0.0788
QRBI01000105.1,3756001,3758000,3757091,165,62,1.9306,1.3611,0.173,0.1889,0.1229
QRBI01000105.1,3758001,3760000,3759090,146,52,1.0833,2.2639,-0.3527,-0.2951,-0.181
QRBI01000105.1,3762001,3764000,3763069,170,59,2.0741,2.6296,-0.1181,-0.1124,-0.0624
QRBI01000105.1,3768001,3770000,3768972,177,56,0.5069,0.8819,-0.27,-0.1174,-0.0633
QRBI01000105.1,3772001,3774000,3772975,164,63,1.1806,1.2917,-0.0449,-0.0343,-0.0198
QRBI01000105.1,3774001,3776000,3774961,170,59,0.8565,0.8704,-0.008,-0.0053,-0.0035
QRBI01000105.1,3776001,3778000,3776988,184,53,1.4028,1.4306,-0.0098,-0.0087,-0.0056
QRBI01000105.1,3780001,3782000,3780969,174,66,1.463,1.6296,-0.0539,-0.0543,-0.0297
QRBI01000105.1,3782001,3784000,3782970,206,75,1.3125,3.0069,-0.3923,-0.5995,-0.2018
QRBI01000105.1,3784001,3786000,3784835,158,67,0.6042,0.6042,-0.0,-0.0,-0.0
QRBI01000105.1,3786001,3788000,3786997,202,73,2.1551,2.0579,0.0231,0.023,0.0141
QRBI01000105.1,3790001,3792000,3790933,176,54,1.8704,1.6898,0.0507,0.0349,0.0215
QRBI01000105.1,3792001,3794000,3792878,191,62,1.7199,2.1713,-0.116,-0.1285,-0.0617
QRBI01000105.1,3796001,3798000,3796975,199,79,1.0556,0.7778,0.1515,0.0617,0.0357
QRBI01000105.1,3798001,3800000,3798978,180,60,1.412,0.6343,0.3801,0.204,0.1536
QRBI01000105.1,3800001,3802000,3800999,184,50,2.2292,1.1389,0.3237,0.2208,0.1865
QRBI01000105.1,3802001,3804000,3802894,159,56,2.2153,3.3125,-0.1985,-0.3835,-0.1434
QRBI01000105.1,3808001,3810000,3808921,156,55,1.2755,2.5394,-0.3313,-0.5482,-0.1602
QRBI01000105.1,3814001,3816000,3814950,168,50,0.5324,1.2269,-0.3947,-0.2415,-0.0958
QRBI01000105.1,3816001,3818000,3816907,166,55,1.456,1.081,0.1478,0.1556,0.0922
QRBI01000105.1,3818001,3820000,3818995,180,54,1.8148,2.3426,-0.1269,-0.1159,-0.0682
QRBI01000105.1,3828001,3830000,3828903,171,69,2.0741,0.9769,0.3596,0.2664,0.1591
QRBI01000105.1,3834001,3836000,3835007,174,56,2.1609,2.0428,0.0281,0.0372,0.0191
QRBI01000105.1,3842001,3844000,3843105,122,51,2.2523,0.8079,0.472,0.2842,0.2025
QRBI01000105.1,3846001,3848000,3846881,159,64,0.4398,1.7245,-0.5936,-0.3887,-0.1976
QRBI01000105.1,3854001,3856000,3855049,159,51,1.3796,1.9213,-0.1641,-0.1608,-0.0795
QRBI01000105.1,3862001,3864000,3863029,155,52,0.6991,1.8657,-0.4549,-1.0701,-0.2605
QRBI01000105.1,3924001,3926000,3925158,204,82,0.2778,0.6806,-0.4203,-0.1667,-0.0864
QRBI01000105.1,3992001,3994000,3992873,143,55,0.5729,0.4826,0.0855,0.0425,0.0246
QRBI01000105.1,4050001,4052000,4051200,132,54,0.9769,2.213,-0.3875,-0.89,-0.2681
QRBI01000105.1,4054001,4056000,4054863,162,60,0.9236,2.0347,-0.3756,-0.7407,-0.1743
QRBI01000105.1,4056001,4058000,4057054,218,89,3.0,2.5972,0.072,0.0433,0.0292
QRBI01000105.1,4058001,4060000,4058855,182,78,3.0833,1.2222,0.4323,0.205,0.1581
QRBI01000105.1,4060001,4062000,4061236,264,127,1.125,3.25,-0.4857,-0.3959,-0.1605
QRBI01000105.1,4062001,4064000,4063099,213,82,1.081,1.2546,-0.0743,-0.0421,-0.0184
QRBI01000105.1,4120001,4122000,4120987,170,59,3.2998,2.0081,0.2433,0.2723,0.1452
QRBI01000105.1,4128001,4130000,4128906,105,51,2.1759,1.1481,0.3092,0.3246,0.2342
QRBI01000105.1,4170001,4172000,4170899,159,69,1.5486,1.2431,0.1095,0.0924,0.0541
QRBI01000105.1,4180001,4182000,4181042,127,50,0.9213,1.6574,-0.2855,-0.288,-0.1217
QRBI01000105.1,4186001,4188000,4186972,136,51,1.294,1.669,-0.1266,-0.1459,-0.0658
QRBI01000105.1,4256001,4258000,4256972,118,52,0.912,0.5093,0.2834,0.1465,0.1076
QRBI01000105.1,4274001,4276000,4274980,159,58,2.4444,2.2361,0.0445,0.038,0.0247
QRBI01000105.1,4276001,4278000,4277052,123,55,1.0046,1.5602,-0.2166,-0.19,-0.1135
QRBI01000105.1,4370001,4372000,4370936,183,74,1.7431,1.2986,0.1461,0.1485,0.0812
QRBI01000105.1,4372001,4374000,4372965,149,58,2.6053,0.8206,0.5209,0.3802,0.3237
QRBI01000105.1,4380001,4382000,4380963,154,52,0.5417,1.0278,-0.3097,-0.2846,-0.1282
QRBI01000105.1,4382001,4384000,4383089,169,82,1.3576,0.9479,0.1777,0.1164,0.0779
QRBI01000105.1,4384001,4386000,4384906,153,62,0.9444,1.4583,-0.2139,-0.2313,-0.0755
QRBI01000105.1,4386001,4388000,4387022,168,85,1.456,1.5394,-0.0278,-0.0241,-0.0145
QRBI01000105.1,4388001,4390000,4389030,136,57,0.4595,0.522,-0.0637,-0.0281,-0.0126
QRBI01000105.1,4392001,4394000,4392985,124,51,1.037,0.912,0.0641,0.0766,0.0252
QRBI01000105.1,4394001,4396000,4395050,154,51,0.2685,0.7407,-0.4679,-0.3063,-0.1071
QRBI01000105.1,4398001,4400000,4398943,125,56,0.7361,2.0,-0.4619,-0.4044,-0.2295
QRBI01000105.1,4400001,4402000,4400964,155,57,1.3611,1.3889,-0.0101,-0.0085,-0.0054
QRBI01000105.1,4402001,4404000,4402966,210,89,2.6111,1.9722,0.1394,0.1508,0.0946
QRBI01000105.1,4410001,4412000,4410814,178,59,2.6944,1.2639,0.3614,0.3333,0.2083
QRBI01000105.1,4414001,4416000,4414833,148,51,1.0093,1.0926,-0.0396,-0.0305,-0.0205
QRBI01000105.1,4416001,4418000,4417007,132,65,1.0718,0.919,0.0767,0.0429,0.027
QRBI01000105.1,4418001,4420000,4418989,150,56,1.463,1.6296,-0.0539,-0.0498,-0.0242
QRBI01000105.1,4420001,4422000,4420866,140,53,1.6852,0.4074,0.6106,0.3067,0.222
QRBI01000105.1,4430001,4432000,4430929,134,53,1.0185,1.2685,-0.1093,-0.0889,-0.0647
QRBI01000105.1,4432001,4434000,4432889,121,50,0.5069,1.7153,-0.5438,-0.58,-0.2605
QRBI01000105.1,4434001,4436000,4434931,159,59,2.6204,1.9537,0.1457,0.2167,0.0895
QRBI01000105.1,4442001,4444000,4443071,165,58,1.0764,0.7153,0.2016,0.1256,0.0805
QRBI01000105.1,4444001,4446000,4444900,217,90,1.3542,1.2639,0.0345,0.0193,0.0106
QRBI01000105.1,4446001,4448000,4447012,185,81,1.3796,1.463,-0.0293,-0.033,-0.016
QRBI01000105.1,4450001,4452000,4451058,133,62,0.5718,1.2384,-0.3683,-0.6857,-0.1805
QRBI01000105.1,4454001,4456000,4454957,157,57,0.912,1.8287,-0.3345,-0.264,-0.1549
QRBI01000105.1,4458001,4460000,4459006,156,58,0.6551,1.7662,-0.4589,-0.5755,-0.1935
QRBI01000105.1,4460001,4462000,4461051,169,58,1.0046,0.963,0.0212,0.0168,0.0103
QRBI01000105.1,4474001,4476000,4474918,141,51,1.4919,1.0336,0.1815,0.11,0.0845
QRBI01000105.1,4476001,4478000,4477137,123,50,0.5972,0.9583,-0.2321,-0.0836,-0.0603
QRBI01000105.1,4486001,4488000,4487052,165,77,0.8079,0.9884,-0.1005,-0.0476,-0.0337
QRBI01000105.1,4490001,4492000,4491007,169,52,1.3009,0.4537,0.4828,0.1846,0.1521
QRBI01000105.1,4494001,4496000,4495016,162,57,0.0694,0.5,-0.7561,-0.3563,-0.1554
QRBI01000105.1,4498001,4500000,4499056,179,64,0.6111,0.5556,0.0476,0.0187,0.0123
QRBI01000105.1,4514001,4516000,4514977,165,60,2.5,0.5417,0.6438,0.3565,0.2776
QRBI01000105.1,4518001,4520000,4518885,132,50,1.2176,0.5093,0.4102,0.255,0.1553
QRBI01000105.1,4526001,4528000,4527002,154,66,2.5833,2.4861,0.0192,0.0207,0.0093
QRBI01000105.1,4760001,4762000,4761005,159,59,1.4954,1.162,0.1254,0.1228,0.0583
QRBI01000105.1,4762001,4764000,4762991,174,61,1.1574,1.4491,-0.1119,-0.1527,-0.0556
QRBI01000105.1,4772001,4774000,4772994,123,51,0.7338,1.1921,-0.238,-0.2418,-0.1054
QRBI01000105.1,4816001,4818000,4817042,118,55,0.419,0.8287,-0.3284,-0.1411,-0.0827
QRBI01000105.1,4844001,4846000,4845210,123,58,1.3218,3.1829,-0.4132,-0.5174,-0.2656
QRBI01000105.1,4852001,4854000,4852982,147,58,2.2847,2.0764,0.0478,0.0741,0.0353
QRBI01000105.1,4854001,4856000,4855111,146,59,0.4537,0.7593,-0.2519,-0.1588,-0.0826
QRBI01000105.1,4860001,4862000,4860920,156,50,1.2963,2.0741,-0.2308,-0.393,-0.1505
QRBI01000105.1,4870001,4872000,4870946,156,63,2.1574,0.6574,0.5329,0.5373,0.3473
QRBI01000105.1,4892001,4894000,4893114,152,52,1.0139,1.1528,-0.0641,-0.0478,-0.027
QRBI01000105.1,4894001,4896000,4894970,164,51,1.7778,1.3472,0.1378,0.1099,0.0837
QRBI01000105.1,4900001,4902000,4900996,147,59,1.0787,1.2037,-0.0548,-0.0472,-0.0262
QRBI01000105.1,4902001,4904000,4903021,152,50,1.434,2.4688,-0.2651,-0.3204,-0.1426
