scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
QRBI01000117.1,4670001,4672000,4671001,149,56,1.4375,0.9583,0.2,0.1264,0.0732
QRBI01000117.1,4738001,4740000,4738888,153,61,1.1111,0.8056,0.1594,0.0876,0.0629
QRBI01000117.1,4780001,4782000,4781274,142,52,0.7778,0.7917,-0.0088,-0.0054,-0.0034
QRBI01000117.1,4814001,4816000,4814875,136,56,2.3565,2.2106,0.0319,0.0379,0.0235
QRBI01000117.1,4826001,4828000,4826887,219,65,1.0185,2.9769,-0.4902,-0.884,-0.1637
QRBI01000117.1,4884001,4886000,4885008,128,54,1.4051,1.5995,-0.0647,-0.061,-0.0341
QRBI01000117.1,4908001,4910000,4909278,179,63,1.6181,0.6042,0.4562,0.2306,0.1572
QRBI01000117.1,5070001,5072000,5070940,172,50,0.8032,0.5532,0.1843,0.0863,0.0545
QRBI01000117.1,5182001,5184000,5183070,188,71,1.6806,2.4722,-0.1906,-0.2043,-0.1033
QRBI01000117.1,5260001,5262000,5261222,160,59,1.4028,1.4861,-0.0288,-0.0167,-0.0115
QRBI01000117.1,5414001,5416000,5415106,100,50,0.0231,0.912,-0.9505,-0.6124,-0.2362
QRBI01000117.1,5482001,5484000,5483083,150,61,1.4028,1.9306,-0.1583,-0.1557,-0.0908
QRBI01000117.1,5536001,5538000,5537025,138,57,2.0208,1.4236,0.1734,0.1522,0.0897
QRBI01000117.1,5728001,5730000,5729066,152,63,1.2454,2.1065,-0.2569,-0.1813,-0.1092
QRBI01000117.1,5810001,5812000,5810904,152,57,1.8403,1.1528,0.2297,0.193,0.1306
QRBI01000117.1,5850001,5852000,5851268,211,66,1.4236,1.1458,0.1081,0.1078,0.0473
QRBI01000117.1,5896001,5898000,5897009,123,50,3.2917,0.8611,0.5853,0.5512,0.3955
QRBI01000117.1,5982001,5984000,5982969,142,52,2.6644,1.6157,0.245,0.2475,0.1249
QRBI01000117.1,6104001,6106000,6104843,151,63,2.2546,5.0046,-0.3788,-0.6735,-0.2949
QRBI01000117.1,6158001,6160000,6159007,152,59,1.2338,0.6505,0.3096,0.1634,0.1244
QRBI01000117.1,6188001,6190000,6189250,119,50,2.0509,1.2454,0.2444,0.2822,0.194
QRBI01000117.1,6202001,6204000,6203145,130,52,1.0116,1.5949,-0.2238,-0.1757,-0.1017
QRBI01000117.1,6208001,6210000,6208638,118,50,0.5625,2.4514,-0.6267,-3.358,-0.3847
QRBI01000117.1,6228001,6230000,6229137,139,50,5.5139,0.7986,0.747,0.6683,0.4938
QRBI01000117.1,6230001,6232000,6230909,142,56,1.9606,2.0301,-0.0174,-0.0154,-0.0094
QRBI01000117.1,6440001,6442000,6440907,124,52,0.4421,0.7894,-0.282,-0.3521,-0.089
QRBI01000117.1,6450001,6452000,6451033,115,59,1.4444,1.875,-0.1297,-0.0758,-0.0477
QRBI01000117.1,6470001,6472000,6470973,127,58,0.7894,0.9144,-0.0734,-0.0466,-0.0267
QRBI01000117.1,6544001,6546000,6545030,143,62,0.9028,2.0,-0.378,-0.6397,-0.1706
QRBI01000117.1,6546001,6548000,6547083,149,68,1.3356,1.8356,-0.1577,-0.1579,-0.1008
QRBI01000117.1,6640001,6642000,6641084,117,50,1.0093,0.7315,0.1596,0.1055,0.0805
QRBI01000117.1,6642001,6644000,6643015,120,52,0.8981,0.7315,0.1023,0.1026,0.0684
QRBI01000117.1,6654001,6656000,6654900,121,54,0.544,0.544,-0.0,-0.0,-0.0
QRBI01000117.1,6696001,6698000,6696849,129,52,4.0139,0.9861,0.6056,0.3956,0.3318
QRBI01000117.1,6754001,6756000,6754935,162,54,1.1667,0.8472,0.1586,0.0943,0.0702
QRBI01000117.1,6768001,6770000,6769098,137,55,0.9352,2.088,-0.3813,-0.2538,-0.1529
QRBI01000117.1,6772001,6774000,6773113,141,61,4.3102,3.4769,0.107,0.1587,0.0813
QRBI01000117.1,6790001,6792000,6790992,115,54,2.1898,1.3565,0.235,0.2,0.1244
QRBI01000117.1,6840001,6842000,6841013,139,63,1.7998,2.0289,-0.0599,-0.0742,-0.0397
QRBI01000117.1,6852001,6854000,6853017,191,80,2.1875,2.2569,-0.0156,-0.0142,-0.0108
QRBI01000117.1,6876001,6878000,6876958,155,68,3.9618,2.7188,0.1861,0.2096,0.16
QRBI01000117.1,6896001,6898000,6896955,162,54,1.5,0.5833,0.44,0.1888,0.1303
QRBI01000117.1,6904001,6906000,6904992,167,62,1.4398,1.6481,-0.0675,-0.064,-0.0299
QRBI01000117.1,6924001,6926000,6924999,131,53,0.7396,2.5243,-0.5468,-1.1422,-0.252
QRBI01000117.1,7010001,7012000,7011107,155,58,1.7176,1.6204,0.0291,0.0257,0.015
QRBI01000117.1,7016001,7018000,7017108,149,51,1.3981,0.787,0.2797,0.1499,0.1037
QRBI01000117.1,7022001,7024000,7022896,128,51,0.8796,1.1296,-0.1244,-0.1101,-0.0678
QRBI01000117.1,7060001,7062000,7061021,142,50,0.3426,0.6204,-0.2885,-0.1681,-0.0879
QRBI01000117.1,7070001,7072000,7070926,140,56,1.3449,1.2407,0.0403,0.0273,0.0189
QRBI01000117.1,7088001,7090000,7089022,139,59,0.8843,2.5509,-0.4852,-1.0127,-0.2614
QRBI01000117.1,7112001,7114000,7112922,126,50,1.6933,2.0891,-0.1047,-0.1023,-0.0693
QRBI01000117.1,7116001,7118000,7116906,152,54,1.8634,1.3634,0.1549,0.0869,0.0658
QRBI01000117.1,7132001,7134000,7132992,133,53,0.4907,1.9074,-0.5907,-0.9189,-0.2822
QRBI01000117.1,7140001,7142000,7140931,152,52,1.1088,1.0116,0.0459,0.0399,0.0267
QRBI01000117.1,7178001,7180000,7178893,122,51,1.8565,1.3843,0.1457,0.1481,0.0813
QRBI01000117.1,7182001,7184000,7183079,139,50,1.0417,0.4583,0.3889,0.1657,0.1159
QRBI01000117.1,7202001,7204000,7203010,160,66,1.4583,0.9583,0.2069,0.0952,0.0735
QRBI01000117.1,7212001,7214000,7212970,149,58,2.2431,1.8125,0.1062,0.076,0.05
QRBI01000117.1,7230001,7232000,7231002,141,51,1.2708,1.1875,0.0339,0.0255,0.0155
QRBI01000117.1,7234001,7236000,7235032,151,53,1.0532,1.5116,-0.1787,-0.1438,-0.0755
QRBI01000117.1,7252001,7254000,7253036,130,56,2.3727,1.581,0.2002,0.1676,0.1109
QRBI01000117.1,7256001,7258000,7257023,155,65,3.3333,2.6389,0.1163,0.1321,0.0784
QRBI01000117.1,7258001,7260000,7258947,146,54,1.3912,1.3912,0.0,0.0,0.0
QRBI01000117.1,7260001,7262000,7260944,159,65,2.5926,1.8009,0.1802,0.1684,0.1143
QRBI01000117.1,7280001,7282000,7281005,140,54,0.9815,1.662,-0.2574,-0.3577,-0.1165
QRBI01000117.1,7290001,7292000,7291009,142,62,1.2951,1.1146,0.0749,0.0407,0.0268
QRBI01000117.1,7296001,7298000,7296840,155,52,1.0093,0.537,0.3054,0.1435,0.0877
QRBI01000117.1,7300001,7302000,7300988,138,50,1.0069,1.1181,-0.0523,-0.0244,-0.0152
QRBI01000117.1,7302001,7304000,7302973,125,50,1.1481,0.6759,0.2589,0.1012,0.0657
QRBI01000117.1,7308001,7310000,7309048,141,51,0.963,1.0324,-0.0348,-0.0227,-0.0137
QRBI01000117.1,7312001,7314000,7312970,145,51,1.0382,0.7812,0.1412,0.0736,0.0495
QRBI01000117.1,7368001,7370000,7369021,132,51,0.5741,0.5602,0.0122,0.0039,0.0029
QRBI01000117.1,7374001,7376000,7375021,120,55,1.2361,0.9028,0.1558,0.2078,0.0784
QRBI01000117.1,7380001,7382000,7380981,135,50,1.6667,0.8472,0.326,0.2634,0.1735
QRBI01000117.1,7394001,7396000,7394978,167,60,2.0995,0.5301,0.5968,0.3229,0.2108
QRBI01000117.1,7412001,7414000,7412944,149,60,1.3194,1.2222,0.0383,0.0326,0.0181
QRBI01000117.1,7414001,7416000,7415033,169,65,3.2014,1.5208,0.3559,0.3131,0.2147
QRBI01000117.1,7422001,7424000,7423063,138,50,0.9745,0.8079,0.0935,0.0511,0.039
QRBI01000117.1,7424001,7426000,7424953,182,58,0.7685,0.8519,-0.0514,-0.0214,-0.0126
QRBI01000117.1,7426001,7428000,7426946,178,58,1.0694,1.1875,-0.0523,-0.0309,-0.0169
QRBI01000117.1,7448001,7450000,7449155,148,51,1.0417,1.625,-0.2187,-0.2353,-0.1055
QRBI01000117.1,7470001,7472000,7471041,140,58,2.4097,2.9097,-0.094,-0.2846,-0.0573
QRBI01000117.1,7488001,7490000,7489202,126,50,0.5,0.8194,-0.2421,-0.2674,-0.0939
QRBI01000117.1,7506001,7508000,7507029,184,66,1.0463,1.7269,-0.2454,-0.1779,-0.0879
QRBI01000117.1,7520001,7522000,7521041,151,52,0.4144,0.9699,-0.4013,-0.4469,-0.1314
QRBI01000117.1,7590001,7592000,7591072,145,53,1.2454,1.1343,0.0467,0.0386,0.0185
QRBI01000117.1,7668001,7670000,7668978,155,50,0.3056,0.5278,-0.2667,-0.0767,-0.0437
QRBI01000117.1,7758001,7760000,7759132,149,54,1.1759,1.5093,-0.1241,-0.1437,-0.0495
QRBI01000117.1,7870001,7872000,7871098,169,65,1.6644,1.3032,0.1217,0.088,0.0586
QRBI01000117.1,7874001,7876000,7874860,130,50,2.3403,1.6458,0.1742,0.1931,0.1098
QRBI01000117.1,8176001,8178000,8176862,146,65,3.4282,1.1366,0.502,0.3915,0.2605
QRBI01000117.1,8182001,8184000,8182941,134,64,2.1343,1.1898,0.2841,0.2571,0.1396
QRBI01000117.1,8326001,8328000,8326910,162,59,0.7083,0.6111,0.0737,0.0312,0.0195
QRBI01000117.1,8400001,8402000,8401077,162,51,2.9167,1.6528,0.2766,0.2945,0.2082
QRBI01000117.1,8412001,8414000,8412963,129,50,0.4653,0.9236,-0.33,-0.0987,-0.0621
QRBI01000117.1,8426001,8428000,8426958,140,50,1.2685,0.5463,0.398,0.2402,0.14
QRBI01000117.1,8452001,8454000,8452931,161,59,2.6157,1.3796,0.3094,0.2361,0.1718
QRBI01000117.1,8460001,8462000,8461100,133,52,0.9236,1.4653,-0.2267,-0.2989,-0.1223
QRBI01000117.1,8524001,8526000,8524949,118,60,3.0949,2.0116,0.2121,0.1977,0.1376
QRBI01000117.1,9160001,9162000,9160891,198,50,0.4722,0.6528,-0.1605,-0.0517,-0.0218
QRBI01000117.1,9166001,9168000,9167063,145,54,2.2083,0.8611,0.4389,0.2639,0.1806
QRBI01000117.1,9242001,9244000,9242832,141,51,0.4167,1.1736,-0.476,-0.3907,-0.1401
QRBI01000117.1,9258001,9260000,9259039,122,52,0.6759,1.2731,-0.3064,-0.688,-0.2306
QRBI01000117.1,9348001,9350000,9349053,114,54,1.2407,1.088,0.0656,0.0508,0.0286
QRBI01000117.1,9688001,9690000,9689047,139,51,0.3218,1.2176,-0.582,-0.4526,-0.1891
QRBI01000117.1,9952001,9954000,9953200,122,50,1.1146,1.3854,-0.1083,-0.0644,-0.0409
QRBI01000117.1,10086001,10088000,10086959,116,51,0.8264,0.4514,0.2935,0.1253,0.1013
QRBI01000117.1,10154001,10156000,10154949,139,53,0.8912,2.4954,-0.4737,-0.5156,-0.2552
QRBI01000117.1,10318001,10320000,10319023,129,57,2.3912,1.5023,0.2283,0.2041,0.1191
QRBI01000117.1,10432001,10434000,10433022,158,62,1.3472,0.8819,0.2087,0.1476,0.0754
QRBI01000117.1,10660001,10662000,10660902,141,54,1.7049,1.6285,0.0229,0.0218,0.0125
QRBI01000117.1,10788001,10790000,10788926,146,54,1.0671,2.3727,-0.3795,-0.4,-0.1744
QRBI01000117.1,11180001,11182000,11180936,144,52,1.1088,1.1366,-0.0124,-0.0093,-0.0056
QRBI01000117.1,11288001,11290000,11289032,135,52,0.7014,0.4236,0.2469,0.1465,0.0964
QRBI01000117.1,11502001,11504000,11503078,127,59,1.2442,1.515,-0.0982,-0.0909,-0.0491
QRBI01000117.1,11606001,11608000,11606949,122,53,1.1123,1.0914,0.0095,0.008,0.004
QRBI01000117.1,11994001,11996000,11994981,166,72,2.2245,1.3773,0.2352,0.2075,0.1107
QRBI01000117.1,12006001,12008000,12007069,179,64,1.9896,1.9896,0.0,0.0,0.0
QRBI01000117.1,12010001,12012000,12011019,179,58,0.9792,1.3889,-0.173,-0.196,-0.0736
QRBI01000117.1,12020001,12022000,12021015,164,53,0.5208,1.1042,-0.359,-0.2463,-0.1342
QRBI01000117.1,12202001,12204000,12202933,128,52,1.5278,1.2778,0.0891,0.0726,0.0386
QRBI01000117.1,12666001,12668000,12666975,122,53,0.125,1.2361,-0.8163,-0.2122,-0.1555
QRBI01000117.1,12864001,12866000,12865026,118,50,0.3565,0.6065,-0.2596,-0.0851,-0.0561
QRBI01000117.1,13682001,13684000,13682912,113,51,0.5856,0.5301,0.0498,0.0151,0.01
QRBI01000117.1,13944001,13946000,13944782,108,50,1.3889,1.8403,-0.1398,-0.1597,-0.0778
QRBI01000117.1,13948001,13950000,13949120,147,61,1.375,0.5972,0.3944,0.3068,0.1928
QRBI01000117.1,13964001,13966000,13965010,145,56,1.5208,0.8681,0.2733,0.1588,0.1103
QRBI01000117.1,13978001,13980000,13979109,127,54,1.2778,1.3056,-0.0108,-0.0106,-0.0071
QRBI01000117.1,14004001,14006000,14005055,114,60,1.4097,0.9236,0.2083,0.1268,0.0866
QRBI01000117.1,14056001,14058000,14057047,117,56,3.5903,0.4653,0.7705,0.6818,0.436
QRBI01000117.1,14108001,14110000,14109008,138,56,1.1852,0.6852,0.2673,0.1073,0.0867
QRBI01000117.1,14110001,14112000,14111003,155,56,1.8773,0.7176,0.4469,0.3374,0.1632
QRBI01000117.1,14278001,14280000,14279029,113,52,0.838,0.7269,0.071,0.0519,0.0282
QRBI01000117.1,14332001,14334000,14332833,118,51,1.7685,1.2407,0.1754,0.105,0.0683
QRBI01000117.1,14362001,14364000,14362991,104,52,3.0463,1.8241,0.251,0.2651,0.1857
QRBI01000117.1,14394001,14396000,14395086,119,51,1.8935,1.4769,0.1236,0.1179,0.0531
QRBI01000117.1,14398001,14400000,14398935,131,52,1.0301,1.3287,-0.1266,-0.1172,-0.0646
QRBI01000117.1,14534001,14536000,14534934,118,50,1.713,1.2963,0.1385,0.1481,0.0761
QRBI01000117.1,14550001,14552000,14550972,134,55,1.8576,0.8368,0.3789,0.2668,0.1929
QRBI01000117.1,14594001,14596000,14594889,129,50,1.1991,1.0394,0.0714,0.0536,0.0327
QRBI01000117.1,14818001,14820000,14819087,114,51,0.8287,0.9954,-0.0914,-0.0857,-0.0372
QRBI01000117.1,14900001,14902000,14900989,142,51,2.5278,1.1667,0.3684,0.3234,0.1918
QRBI01000117.1,14916001,14918000,14916853,129,53,1.9653,3.3542,-0.2611,-0.5102,-0.2103
QRBI01000117.1,14970001,14972000,14971019,151,63,2.4259,2.0787,0.0771,0.1222,0.0521
QRBI01000117.1,14974001,14976000,14974920,142,54,0.9213,0.963,-0.0221,-0.0107,-0.0065
QRBI01000117.1,14980001,14982000,14980981,124,58,0.5463,1.088,-0.3314,-0.4561,-0.1579
QRBI01000117.1,14986001,14988000,14987031,146,72,3.0185,3.5741,-0.0843,-0.0883,-0.0489
QRBI01000117.1,15032001,15034000,15033011,142,55,1.9954,1.4954,0.1432,0.12,0.0787
QRBI01000117.1,15180001,15182000,15180991,140,53,1.831,2.4005,-0.1346,-0.1171,-0.0765
QRBI01000117.1,15198001,15200000,15198900,152,56,1.3194,1.5139,-0.0686,-0.0519,-0.0281
QRBI01000117.1,15212001,15214000,15212978,119,52,1.5972,1.1389,0.1675,0.117,0.0917
QRBI01000117.1,15322001,15324000,15323059,117,50,0.5972,1.3611,-0.3901,-0.3514,-0.137
QRBI01000117.1,15504001,15506000,15504992,125,55,0.662,0.3843,0.2655,0.1055,0.0714
QRBI01000117.1,15510001,15512000,15511035,129,63,2.125,5.0972,-0.4115,-0.5018,-0.2871
QRBI01000117.1,15538001,15540000,15539082,129,50,1.2222,1.3611,-0.0538,-0.0662,-0.0301
QRBI01000117.1,15572001,15574000,15572902,115,51,1.213,1.7199,-0.1728,-0.245,-0.076
QRBI01000117.1,15588001,15590000,15588841,117,51,0.6181,3.3542,-0.6888,-1.7589,-0.2697
QRBI01000117.1,16602001,16604000,16603052,120,50,1.2083,0.9861,0.1013,0.0806,0.0433
QRBI01000117.1,16644001,16646000,16645077,141,54,0.8345,0.6192,0.1481,0.1694,0.0417
QRBI01000117.1,16832001,16834000,16833114,138,52,2.412,1.412,0.2615,0.2504,0.1279
QRBI01000117.1,16836001,16838000,16836931,124,53,5.1458,1.7292,0.497,0.5279,0.3015
QRBI01000117.1,16854001,16856000,16855061,112,51,1.3403,1.5903,-0.0853,-0.0652,-0.0385
QRBI01000117.1,16862001,16864000,16863049,137,52,1.7361,0.8889,0.3228,0.2612,0.1582
QRBI01000117.1,16864001,16866000,16864976,145,54,0.6667,0.7639,-0.068,-0.0325,-0.0202
QRBI01000117.1,16886001,16888000,16886925,150,52,2.287,1.1065,0.3479,0.2746,0.1749
QRBI01000117.1,16892001,16894000,16893040,153,58,1.7708,1.7917,-0.0058,-0.0051,-0.003
QRBI01000117.1,17004001,17006000,17005059,157,53,1.1389,1.4444,-0.1183,-0.1317,-0.0557
QRBI01000117.1,17014001,17016000,17015011,143,59,2.1389,1.4167,0.2031,0.1189,0.0694
QRBI01000117.1,17038001,17040000,17038927,125,53,1.2407,0.6991,0.2792,0.1126,0.0859
QRBI01000117.1,17042001,17044000,17043007,139,62,1.5648,0.912,0.2636,0.2686,0.1561
QRBI01000117.1,17050001,17052000,17051001,159,58,2.0347,0.7847,0.4433,0.3352,0.2476
QRBI01000117.1,17054001,17056000,17055059,145,57,1.816,1.309,0.1622,0.1407,0.0873
QRBI01000117.1,17082001,17084000,17082908,110,50,2.419,0.9329,0.4434,0.3006,0.2123
QRBI01000117.1,17096001,17098000,17096990,116,51,1.4097,1.3958,0.005,0.0037,0.0022
QRBI01000117.1,17130001,17132000,17131033,160,62,2.8796,2.0046,0.1791,0.1656,0.0998
QRBI01000117.1,17232001,17234000,17232939,130,64,1.8657,1.4907,0.1117,0.0893,0.0449
QRBI01000117.1,17240001,17242000,17240926,131,51,2.2234,2.4387,-0.0462,-0.038,-0.0244
QRBI01000117.1,17290001,17292000,17291010,156,57,1.1852,1.7407,-0.1899,-0.1956,-0.1014
QRBI01000117.1,17304001,17306000,17305005,115,52,1.7153,0.2292,0.7643,0.3497,0.2554
QRBI01000117.1,18304001,18306000,18304963,125,52,0.25,1.6944,-0.7429,-1.3775,-0.3156
QRBI01000117.1,18578001,18580000,18579009,174,60,1.0,0.6389,0.2203,0.1525,0.0761
QRBI01000117.1,18628001,18630000,18628985,140,56,2.1019,1.1435,0.2953,0.1738,0.1159
QRBI01000117.1,18786001,18788000,18787227,157,55,1.4931,2.1944,-0.1902,-0.131,-0.0835
QRBI01000117.1,18790001,18792000,18791043,144,55,0.3588,1.3171,-0.5718,-0.3366,-0.1655
QRBI01000117.1,18880001,18882000,18880897,145,59,1.3588,1.3032,0.0209,0.0209,0.0099
QRBI01000117.1,19004001,19006000,19005161,137,65,2.0023,1.8356,0.0434,0.0376,0.0236
QRBI01000117.1,19322001,19324000,19323010,153,62,1.0741,1.7269,-0.2331,-0.1967,-0.0989
QRBI01000117.1,19348001,19350000,19348965,133,58,2.9757,2.3438,0.1188,0.114,0.0682
QRBI01000117.1,19404001,19406000,19404977,121,51,4.9028,3.1528,0.2172,0.1581,0.1249
QRBI01000117.1,19410001,19412000,19411211,122,50,0.8843,2.0231,-0.3917,-0.6667,-0.2356
QRBI01000117.1,19536001,19538000,19536863,115,50,3.0775,1.4595,0.3566,0.2794,0.2519
QRBI01000117.1,19572001,19574000,19572926,109,50,1.1898,0.9676,0.103,0.0629,0.0448
QRBI01000117.1,19578001,19580000,19578902,138,59,4.625,1.2917,0.5634,0.4918,0.3724
QRBI01000117.1,19590001,19592000,19591092,130,54,2.1759,0.9954,0.3723,0.2058,0.1449
QRBI01000117.1,19592001,19594000,19592999,144,53,2.6157,2.1157,0.1057,0.0911,0.0617
QRBI01000117.1,19602001,19604000,19602960,140,52,1.7407,1.2546,0.1623,0.1707,0.0915
QRBI01000117.1,19742001,19744000,19742862,150,54,2.0602,2.7963,-0.1516,-0.493,-0.111
QRBI01000117.1,20112001,20114000,20112998,136,53,0.4398,0.6204,-0.1703,-0.1831,-0.0498
QRBI01000117.1,20146001,20148000,20147027,156,50,1.9398,1.8912,0.0127,0.0112,0.0057
QRBI01000117.1,20152001,20154000,20153022,170,63,1.6111,1.9167,-0.0866,-0.0796,-0.0303
QRBI01000117.1,20170001,20172000,20170995,140,55,1.2963,1.6435,-0.1181,-0.133,-0.0641
QRBI01000117.1,20176001,20178000,20177079,117,50,0.6042,1.2569,-0.3507,-0.3469,-0.1345
QRBI01000117.1,20394001,20396000,20394869,139,53,1.3681,2.4931,-0.2914,-0.2983,-0.1465
QRBI01000117.1,20502001,20504000,20503034,138,51,1.4329,1.6412,-0.0678,-0.0445,-0.0312
QRBI01000117.1,20542001,20544000,20542975,123,55,1.2963,0.3935,0.5342,0.2845,0.1424
QRBI01000117.1,20558001,20560000,20559094,146,54,0.6667,1.0278,-0.2131,-0.2185,-0.0666
QRBI01000117.1,20650001,20652000,20650945,126,60,1.838,1.8935,-0.0149,-0.0215,-0.0101
QRBI01000117.1,20652001,20654000,20653105,132,60,1.662,0.5093,0.5309,0.2781,0.206
QRBI01000117.1,20714001,20716000,20714956,103,53,0.6644,2.8449,-0.6214,-1.0195,-0.3251
QRBI01000117.1,20922001,20924000,20923059,133,50,1.5208,2.3958,-0.2234,-0.3103,-0.1585
QRBI01000117.1,20938001,20940000,20938900,131,66,1.1343,0.5093,0.3803,0.1622,0.0934
QRBI01000117.1,20982001,20984000,20983059,123,51,0.8553,1.4595,-0.261,-0.2122,-0.0931
QRBI01000117.1,21354001,21356000,21355096,131,57,1.5463,1.0185,0.2058,0.1678,0.1216
QRBI01000117.1,21478001,21480000,21479121,127,50,1.2384,0.9329,0.1407,0.1781,0.0735
QRBI01000117.1,21494001,21496000,21494950,127,51,1.3727,1.3796,-0.0025,-0.0024,-0.0013
QRBI01000117.1,21714001,21716000,21714921,136,58,1.1991,2.3102,-0.3166,-0.479,-0.1829
QRBI01000117.1,21782001,21784000,21782962,146,52,2.2176,1.3009,0.2605,0.216,0.1372
QRBI01000117.1,21830001,21832000,21830996,137,51,1.4444,1.9444,-0.1475,-0.1735,-0.0927
QRBI01000117.1,21890001,21892000,21891077,150,50,1.3935,1.6852,-0.0947,-0.1284,-0.0586
QRBI01000117.1,21918001,21920000,21918974,137,58,0.5833,0.8889,-0.2075,-0.118,-0.0657
QRBI01000117.1,21948001,21950000,21948986,155,59,2.2407,1.838,0.0988,0.082,0.0542
QRBI01000117.1,21994001,21996000,21995054,134,63,1.8218,2.2245,-0.0995,-0.1394,-0.0529
QRBI01000117.1,22000001,22002000,22000875,112,55,0.4444,1.4444,-0.5294,-0.6545,-0.247
QRBI01000117.1,22004001,22006000,22005102,126,56,1.6481,1.8495,-0.0576,-0.096,-0.0347
QRBI01000117.1,22054001,22056000,22055145,219,68,0.8287,0.5787,0.1776,0.0736,0.04
QRBI01000117.1,22056001,22058000,22056875,176,52,0.625,0.6806,-0.0426,-0.027,-0.0183
QRBI01000117.1,22144001,22146000,22144966,134,57,1.5347,1.9236,-0.1124,-0.0841,-0.0472
QRBI01000117.1,22148001,22150000,22149016,134,53,0.8079,0.8218,-0.0085,-0.0073,-0.0038
QRBI01000117.1,22150001,22152000,22151006,156,51,1.1898,0.5787,0.3455,0.2056,0.1563
QRBI01000117.1,22196001,22198000,22196965,157,52,1.8819,1.2431,0.2044,0.1199,0.0848
QRBI01000117.1,22198001,22200000,22198945,104,51,0.3056,1.0556,-0.551,-0.2748,-0.1297
QRBI01000117.1,22206001,22208000,22207065,142,54,1.6019,1.4907,0.0359,0.0399,0.0212
QRBI01000117.1,22378001,22380000,22378893,182,64,1.5058,1.9155,-0.1198,-0.0805,-0.0527
QRBI01000117.1,22406001,22408000,22406887,172,63,0.8542,0.9097,-0.0315,-0.0198,-0.0092
QRBI01000117.1,22408001,22410000,22408978,170,52,2.2593,1.8981,0.0869,0.1224,0.065
QRBI01000117.1,22448001,22450000,22448915,140,52,1.434,2.8715,-0.3339,-0.7188,-0.1725
QRBI01000117.1,22480001,22482000,22481076,136,50,0.7789,2.6609,-0.5471,-1.0463,-0.28
QRBI01000117.1,22492001,22494000,22493002,157,60,0.9074,0.6435,0.1701,0.089,0.0573
QRBI01000117.1,22502001,22504000,22502974,169,52,0.9861,0.625,0.2241,0.1221,0.0713
QRBI01000117.1,22510001,22512000,22510972,162,57,1.5856,0.8356,0.3098,0.2077,0.1362
QRBI01000117.1,22518001,22520000,22518970,124,51,0.8056,1.6458,-0.3428,-0.3678,-0.1754
QRBI01000117.1,22524001,22526000,22525005,169,66,1.213,1.1227,0.0387,0.0262,0.0112
QRBI01000117.1,22552001,22554000,22552880,150,52,1.2731,1.1898,0.0338,0.0296,0.0138
QRBI01000117.1,22556001,22558000,22556992,123,50,1.5625,0.9931,0.2228,0.2697,0.1431
QRBI01000117.1,22562001,22564000,22563008,178,62,1.1111,0.9167,0.0959,0.0546,0.0375
QRBI01000117.1,22582001,22584000,22582937,142,60,2.9213,3.5463,-0.0966,-0.1228,-0.0621
QRBI01000117.1,22600001,22602000,22601086,168,54,1.1389,1.0417,0.0446,0.0327,0.0169
QRBI01000117.1,22606001,22608000,22606829,158,50,1.0833,1.0278,0.0263,0.0139,0.0075
QRBI01000117.1,22614001,22616000,22614995,173,58,2.6215,2.2882,0.0679,0.1103,0.0337
QRBI01000117.1,22618001,22620000,22619045,169,56,1.8449,1.8102,0.0095,0.0097,0.0035
QRBI01000117.1,22636001,22638000,22636874,162,58,1.5463,1.5185,0.0091,0.011,0.0041
QRBI01000117.1,22642001,22644000,22642927,161,60,1.4028,1.6944,-0.0942,-0.0679,-0.0362
QRBI01000117.1,22644001,22646000,22645053,174,66,2.3461,1.5891,0.1924,0.1537,0.1175
QRBI01000117.1,22658001,22660000,22659139,171,64,1.6204,1.919,-0.0844,-0.0619,-0.0413
QRBI01000117.1,22662001,22664000,22662782,181,68,0.6991,0.7824,-0.0563,-0.0238,-0.0149
QRBI01000117.1,22666001,22668000,22666839,132,51,0.3009,0.412,-0.1558,-0.0516,-0.0277
QRBI01000117.1,22674001,22676000,22674961,137,54,1.4444,1.4444,0.0,0.0,0.0
QRBI01000117.1,22694001,22696000,22695136,159,57,1.1412,0.7801,0.188,0.1409,0.0893
QRBI01000117.1,22700001,22702000,22700984,185,61,2.8032,1.2477,0.384,0.2506,0.1818
QRBI01000117.1,22708001,22710000,22708973,167,56,3.0671,0.1019,0.9357,0.4959,0.4067
QRBI01000117.1,22714001,22716000,22715042,153,55,2.9884,1.0856,0.467,0.3093,0.264
QRBI01000117.1,22726001,22728000,22726952,178,68,0.7616,1.5671,-0.3459,-0.16,-0.1003
QRBI01000117.1,22734001,22736000,22734965,170,52,2.1806,1.0972,0.3305,0.2524,0.161
QRBI01000117.1,22736001,22738000,22737098,149,51,0.1458,0.5347,-0.5714,-0.1848,-0.1047
QRBI01000117.1,22742001,22744000,22742948,151,58,1.4815,1.8981,-0.1233,-0.1382,-0.0768
QRBI01000117.1,22748001,22750000,22748964,158,57,1.5625,0.3819,0.6071,0.2931,0.231
QRBI01000117.1,22758001,22760000,22758926,179,60,1.8542,0.6458,0.4833,0.2205,0.1861
QRBI01000117.1,22774001,22776000,22775094,187,67,1.0133,1.9022,-0.3049,-0.2712,-0.1246
QRBI01000117.1,22776001,22778000,22777078,161,60,1.2014,0.5347,0.384,0.185,0.1381
